name,full_name,tag,id,base,base_name,second,second_name
GBP/GMD,GBP/GMD - British Pound Gambian Dalasi,gbp-gmd,1754,GBP,British Pound,GMD,Gambian Dalasi
GBP/GTQ,GBP/GTQ - British Pound Guatemalan Quetzal,gbp-gtq,1755,GBP,British Pound,GTQ,Guatemalan Quetzal
GBP/HNL,GBP/HNL - British Pound Honduran Lempira,gbp-hnl,1756,GBP,British Pound,HNL,Honduran Lempira
GBP/HRK,GBP/HRK - British Pound Croatian Kuna,gbp-hrk,1757,GBP,British Pound,HRK,Croatian Kuna
GBP/HTG,GBP/HTG - British Pound Haitian Gourde,gbp-htg,1758,GBP,British Pound,HTG,Haitian Gourde
GBP/IDR,GBP/IDR - British Pound Indonesian Rupiah,gbp-idr,1759,GBP,British Pound,IDR,Indonesian Rupiah
GBP/INR,GBP/INR - British Pound Indian Rupee,gbp-inr,1760,GBP,British Pound,INR,Indian Rupee
GBP/IQD,GBP/IQD - British Pound Iraqi Dinar,gbp-iqd,1761,GBP,British Pound,IQD,Iraqi Dinar
GBP/IRR,GBP/IRR - British Pound Iranian Rial,gbp-irr,1762,GBP,British Pound,IRR,Iranian Rial
GBP/ISK,GBP/ISK - British Pound Icelandic Kr,gbp-isk,1763,GBP,British Pound,ISK,Icelandic Kr
GBP/JMD,GBP/JMD - British Pound Jamaican Dollar,gbp-jmd,1764,GBP,British Pound,JMD,Jamaican Dollar
GBP/JOD,GBP/JOD - British Pound Jordan Dinar,gbp-jod,1765,GBP,British Pound,JOD,Jordan Dinar
GBP/KES,GBP/KES - British Pound Kenyan Shilling,gbp-kes,1766,GBP,British Pound,KES,Kenyan Shilling
GBP/KRW,GBP/KRW - British Pound Korean Won,gbp-krw,1767,GBP,British Pound,KRW,Korean Won
GBP/KWD,GBP/KWD - British Pound Kuwaiti Dinar,gbp-kwd,1768,GBP,British Pound,KWD,Kuwaiti Dinar
GBP/KZT,GBP/KZT - British Pound Kazakh Tenge,gbp-kzt,1769,GBP,British Pound,KZT,Kazakh Tenge
GBP/LBP,GBP/LBP - British Pound Lebanese Pound,gbp-lbp,1770,GBP,British Pound,LBP,Lebanese Pound
GBP/LKR,GBP/LKR - British Pound Sri Lankan Rupee,gbp-lkr,1771,GBP,British Pound,LKR,Sri Lankan Rupee
GBP/MAD,GBP/MAD - British Pound Moroccan Dirham,gbp-mad,1774,GBP,British Pound,MAD,Moroccan Dirham
GBP/MUR,GBP/MUR - British Pound Mauritian Rupee,gbp-mur,1776,GBP,British Pound,MUR,Mauritian Rupee
GBP/MWK,GBP/MWK - British Pound Malawian Kwacha,gbp-mwk,1777,GBP,British Pound,MWK,Malawian Kwacha
GBP/MXN,GBP/MXN - British Pound Mexican Peso,gbp-mxn,1778,GBP,British Pound,MXN,Mexican Peso
GBP/MYR,GBP/MYR - British Pound Malaysian Ringgit,gbp-myr,1779,GBP,British Pound,MYR,Malaysian Ringgit
GBP/NGN,GBP/NGN - British Pound Nigerian Naira,gbp-ngn,1780,GBP,British Pound,NGN,Nigerian Naira
GBP/NIO,GBP/NIO - British Pound Nicaraguan Córdoba,gbp-nio,1781,GBP,British Pound,NIO,Nicaraguan Córdoba
GBP/OMR,GBP/OMR - British Pound Omani Rial,gbp-omr,1782,GBP,British Pound,OMR,Omani Rial
GBP/PEN,GBP/PEN - British Pound Peru Sol,gbp-pen,1783,GBP,British Pound,PEN,Peru Sol
GBP/PGK,GBP/PGK - British Pound Papua New Guinean Kina,gbp-pgk,1784,GBP,British Pound,PGK,Papua New Guinean Kina
GBP/PHP,GBP/PHP - British Pound Philippine Peso,gbp-php,1785,GBP,British Pound,PHP,Philippine Peso
GBP/PKR,GBP/PKR - British Pound Pakistani Rupee,gbp-pkr,1786,GBP,British Pound,PKR,Pakistani Rupee
GBP/QAR,GBP/QAR - British Pound Qatari Riyal,gbp-qar,1787,GBP,British Pound,QAR,Qatari Riyal
GBP/RON,GBP/RON - British Pound Romanian Leu,gbp-ron,1789,GBP,British Pound,RON,Romanian Leu
GBP/RUB,GBP/RUB - British Pound Russian Ruble,gbp-rub,1790,GBP,British Pound,RUB,Russian Ruble
GBP/SAR,GBP/SAR - British Pound Saudi Riyal,gbp-sar,1791,GBP,British Pound,SAR,Saudi Riyal
GBP/SCR,GBP/SCR - British Pound Seychelles Rupee,gbp-scr,1792,GBP,British Pound,SCR,Seychelles Rupee
GBP/SZL,GBP/SZL - British Pound Swazi Lilangeni,gbp-szl,1795,GBP,British Pound,SZL,Swazi Lilangeni
GBP/TND,GBP/TND - British Pound Tunisian Dinar,gbp-tnd,1796,GBP,British Pound,TND,Tunisian Dinar
GBP/TTD,GBP/TTD - British Pound Trinidad Dollar,gbp-ttd,1797,GBP,British Pound,TTD,Trinidad Dollar
GBP/TWD,GBP/TWD - British Pound Taiwan Dollar,gbp-twd,1798,GBP,British Pound,TWD,Taiwan Dollar
GBP/TZS,GBP/TZS - British Pound Tanzanian Shilling,gbp-tzs,1799,GBP,British Pound,TZS,Tanzanian Shilling
GBP/UAH,GBP/UAH - British Pound Ukrainian Hryvnia,gbp-uah,1800,GBP,British Pound,UAH,Ukrainian Hryvnia
GBP/UGX,GBP/UGX - British Pound Ugandan Shilling,gbp-ugx,1801,GBP,British Pound,UGX,Ugandan Shilling
GBP/VND,GBP/VND - British Pound Vietnamese Dong,gbp-vnd,1803,GBP,British Pound,VND,Vietnamese Dong
GBP/XAF,GBP/XAF - British Pound Central African Franc,gbp-xaf,1804,GBP,British Pound,XAF,Central African Franc
GBP/XPF,GBP/XPF - British Pound French Pacific Franc,gbp-xpf,1805,GBP,British Pound,XPF,French Pacific Franc
GBP/ZMW,GBP/ZMW - British Pound Zambia Kwacha,gbp-zmk,1806,GBP,British Pound,ZMW,Zambia Kwacha
JPY/GBP,JPY/GBP - Japanese Yen British Pound,jpy-gbp,1896,JPY,Japanese Yen,GBP,British Pound
KWD/GBP,KWD/GBP - Kuwaiti Dinar British Pound,kwd-gbp,1930,KWD,Kuwaiti Dinar,GBP,British Pound
NZD/GBP,NZD/GBP - New Zealand Dollar British Pound,nzd-gbp,1983,NZD,New Zealand Dollar,GBP,British Pound
OMR/GBP,OMR/GBP - Omani Rial British Pound,omr-gbp,1991,OMR,Omani Rial,GBP,British Pound
SGD/GBP,SGD/GBP - Singapore Dollar British Pound,sgd-gbp,2033,SGD,Singapore Dollar,GBP,British Pound
TND/GBP,TND/GBP - Tunisian Dinar British Pound,tnd-gbp,2062,TND,Tunisian Dinar,GBP,British Pound
USD/GBP,USD/GBP - US Dollar British Pound,usd-gbp,2126,USD,US Dollar,GBP,British Pound
GBP/NAD,GBP/NAD - British Pound Namibian Dollar,gbp-nad,9609,GBP,British Pound,NAD,Namibian Dollar
GBP/PAB,GBP/PAB - British Pound Panamanian Balboa,gbp-pab,9610,GBP,British Pound,PAB,Panamanian Balboa
GBP/XCD,GBP/XCD - British Pound East Caribbean Dollar,gbp-xcd,9611,GBP,British Pound,XCD,East Caribbean Dollar
GBP/XOF,GBP/XOF - British Pound West African CFA franc,gbp-xof,9612,GBP,British Pound,XOF,West African CFA franc
HKD/GBP,HKD/GBP - Hong Kong Dollar British Pound,hkd-gbp,9625,HKD,Hong Kong Dollar,GBP,British Pound
ILS/GBP,ILS/GBP - Israeli Shekel British Pound,ils-gbp,9688,ILS,Israeli Shekel,GBP,British Pound
MXN/GBP,MXN/GBP - Mexican Peso British Pound,mxn-gbp,9801,MXN,Mexican Peso,GBP,British Pound
NOK/GBP,NOK/GBP - Norwegian Krone British Pound,nok-gbp,9849,NOK,Norwegian Krone,GBP,British Pound
PLN/GBP,PLN/GBP - Polish Zloty British Pound,pln-gbp,9984,PLN,Polish Zloty,GBP,British Pound
RUB/GBP,RUB/GBP - Russian Ruble British Pound,rub-gbp,10033,RUB,Russian Ruble,GBP,British Pound
SAR/GBP,SAR/GBP - Saudi Riyal British Pound,sar-gbp,10084,SAR,Saudi Riyal,GBP,British Pound
SEK/GBP,SEK/GBP - Swedish Krona British Pound,sek-gbp,10137,SEK,Swedish Krona,GBP,British Pound
TRY/GBP,TRY/GBP - Turkish Lira British Pound,try-gbp,10255,TRY,Turkish Lira,GBP,British Pound
TWD/GBP,TWD/GBP - Taiwan Dollar British Pound,twd-gbp,10309,TWD,Taiwan Dollar,GBP,British Pound
VES/GBP,VES/GBP - Venezuelan Bolivar British Pound,vef-gbp,10360,VES,Venezuelan Bolivar,GBP,British Pound
ZAR/GBP,ZAR/GBP - South African Rand British Pound,zar-gbp,10415,ZAR,South African Rand,GBP,British Pound
KRW/GBP,KRW/GBP - Korean Won British Pound,krw-gbp,13924,KRW,Korean Won,GBP,British Pound
INR/GBP,INR/GBP - Indian Rupee British Pound,inr-gbp,941150,INR,Indian Rupee,GBP,British Pound
JOD/GBP,JOD/GBP - Jordan Dinar British Pound,jod-gbp,950991,JOD,Jordan Dinar,GBP,British Pound
GBP/NPR,GBP/NPR - British Pound Nepalese Rupee,gbp-npr,1031025,GBP,British Pound,NPR,Nepalese Rupee
IDR/GBP,IDR/GBP - Indonesian Rupiah British Pound,idr-gbp,1031291,IDR,Indonesian Rupiah,GBP,British Pound
GBP/RUB,GBP/RUB - British Pound Russian Ruble,gbp-rub?cid=1089817,1089817,GBP,British Pound,RUB,Russian Ruble
USD/GEL,USD/GEL - US Dollar Georgian lari,usd-gel,2127,USD,US Dollar,GEL,Georgian lari
GEL/RUB,GEL/RUB - Georgian lari Russian Ruble,gel-rub,993173,GEL,Georgian lari,RUB,Russian Ruble
GHS/USD,GHS/USD - Ghanaian Cedi US Dollar,ghs-usd,1809,GHS,Ghanaian Cedi,USD,US Dollar
USD/GHS,USD/GHS - US Dollar Ghanaian Cedi,usd-ghs,2129,USD,US Dollar,GHS,Ghanaian Cedi
USD/GMD,USD/GMD - US Dollar Gambian Dalasi,usd-gmd,2131,USD,US Dollar,GMD,Gambian Dalasi
USD/GNF,USD/GNF - US Dollar Guinean Franc,usd-gnf,2132,USD,US Dollar,GNF,Guinean Franc
USD/GTQ,USD/GTQ - US Dollar Guatemalan Quetzal,usd-gtq,2133,USD,US Dollar,GTQ,Guatemalan Quetzal
SGD/HKD,SGD/HKD - Singapore Dollar Hong Kong Dollar,sgd-hkd,131,SGD,Singapore Dollar,HKD,Hong Kong Dollar
HKD/JPY,HKD/JPY - Hong Kong Dollar Japanese Yen,hkd-jpy,142,HKD,Hong Kong Dollar,JPY,Japanese Yen
NZD/HKD,NZD/HKD - New Zealand Dollar Hong Kong Dollar,nzd-hkd,150,NZD,New Zealand Dollar,HKD,Hong Kong Dollar
USD/HKD,USD/HKD - US Dollar Hong Kong Dollar,usd-hkd,155,USD,US Dollar,HKD,Hong Kong Dollar
HKD/IDR,HKD/IDR - Hong Kong Dollar Indonesian Rupiah,hkd-idr,1821,HKD,Hong Kong Dollar,IDR,Indonesian Rupiah
HKD/INR,HKD/INR - Hong Kong Dollar Indian Rupee,hkd-inr,1822,HKD,Hong Kong Dollar,INR,Indian Rupee
HKD/KRW,HKD/KRW - Hong Kong Dollar Korean Won,hkd-krw,1823,HKD,Hong Kong Dollar,KRW,Korean Won
HKD/MXN,HKD/MXN - Hong Kong Dollar Mexican Peso,hkd-mxn,1824,HKD,Hong Kong Dollar,MXN,Mexican Peso
HKD/MYR,HKD/MYR - Hong Kong Dollar Malaysian Ringgit,hkd-myr,1825,HKD,Hong Kong Dollar,MYR,Malaysian Ringgit
HKD/PKR,HKD/PKR - Hong Kong Dollar Pakistani Rupee,hkd-pkr,1827,HKD,Hong Kong Dollar,PKR,Pakistani Rupee
HKD/PLN,HKD/PLN - Hong Kong Dollar Polish Zloty,hkd-pln,1828,HKD,Hong Kong Dollar,PLN,Polish Zloty
HKD/THB,HKD/THB - Hong Kong Dollar Thai Baht,hkd-thb,1830,HKD,Hong Kong Dollar,THB,Thai Baht
HKD/TWD,HKD/TWD - Hong Kong Dollar Taiwan Dollar,hkd-twd,1831,HKD,Hong Kong Dollar,TWD,Taiwan Dollar
HKD/ZAR,HKD/ZAR - Hong Kong Dollar South African Rand,hkd-zar,1833,HKD,Hong Kong Dollar,ZAR,South African Rand
JPY/HKD,JPY/HKD - Japanese Yen Hong Kong Dollar,jpy-hkd,1897,JPY,Japanese Yen,HKD,Hong Kong Dollar
KRW/HKD,KRW/HKD - Korean Won Hong Kong Dollar,krw-hkd,1918,KRW,Korean Won,HKD,Hong Kong Dollar
MXN/HKD,MXN/HKD - Mexican Peso Hong Kong Dollar,mxn-hkd,1948,MXN,Mexican Peso,HKD,Hong Kong Dollar
MYR/HKD,MYR/HKD - Malaysian Ringgit Hong Kong Dollar,myr-hkd,1959,MYR,Malaysian Ringgit,HKD,Hong Kong Dollar
ZAR/HKD,ZAR/HKD - South African Rand Hong Kong Dollar,zar-hkd,2240,ZAR,South African Rand,HKD,Hong Kong Dollar
HKD/HUF,HKD/HUF - Hong Kong Dollar Hungarian Forint,hkd-huf,9626,HKD,Hong Kong Dollar,HUF,Hungarian Forint
HKD/ILS,HKD/ILS - Hong Kong Dollar Israeli Shekel,hkd-ils,9627,HKD,Hong Kong Dollar,ILS,Israeli Shekel
HKD/ISK,HKD/ISK - Hong Kong Dollar Icelandic Kr,hkd-isk,9628,HKD,Hong Kong Dollar,ISK,Icelandic Kr
HKD/JMD,HKD/JMD - Hong Kong Dollar Jamaican Dollar,hkd-jmd,9629,HKD,Hong Kong Dollar,JMD,Jamaican Dollar
HKD/JOD,HKD/JOD - Hong Kong Dollar Jordan Dinar,hkd-jod,9630,HKD,Hong Kong Dollar,JOD,Jordan Dinar
HKD/KES,HKD/KES - Hong Kong Dollar Kenyan Shilling,hkd-kes,9631,HKD,Hong Kong Dollar,KES,Kenyan Shilling
HKD/LBP,HKD/LBP - Hong Kong Dollar Lebanese Pound,hkd-lbp,9632,HKD,Hong Kong Dollar,LBP,Lebanese Pound
HKD/LKR,HKD/LKR - Hong Kong Dollar Sri Lankan Rupee,hkd-lkr,9633,HKD,Hong Kong Dollar,LKR,Sri Lankan Rupee
HKD/MAD,HKD/MAD - Hong Kong Dollar Moroccan Dirham,hkd-mad,9636,HKD,Hong Kong Dollar,MAD,Moroccan Dirham
HKD/NAD,HKD/NAD - Hong Kong Dollar Namibian Dollar,hkd-nad,9637,HKD,Hong Kong Dollar,NAD,Namibian Dollar
HKD/NOK,HKD/NOK - Hong Kong Dollar Norwegian Krone,hkd-nok,9638,HKD,Hong Kong Dollar,NOK,Norwegian Krone
HKD/NPR,HKD/NPR - Hong Kong Dollar Nepalese Rupee,hkd-npr,9639,HKD,Hong Kong Dollar,NPR,Nepalese Rupee
HKD/NZD,HKD/NZD - Hong Kong Dollar New Zealand Dollar,hkd-nzd,9640,HKD,Hong Kong Dollar,NZD,New Zealand Dollar
HKD/OMR,HKD/OMR - Hong Kong Dollar Omani Rial,hkd-omr,9641,HKD,Hong Kong Dollar,OMR,Omani Rial
HKD/PAB,HKD/PAB - Hong Kong Dollar Panamanian Balboa,hkd-pab,9642,HKD,Hong Kong Dollar,PAB,Panamanian Balboa
HKD/PHP,HKD/PHP - Hong Kong Dollar Philippine Peso,hkd-php,9643,HKD,Hong Kong Dollar,PHP,Philippine Peso
HKD/QAR,HKD/QAR - Hong Kong Dollar Qatari Riyal,hkd-qar,9644,HKD,Hong Kong Dollar,QAR,Qatari Riyal
HKD/RON,HKD/RON - Hong Kong Dollar Romanian Leu,hkd-ron,9645,HKD,Hong Kong Dollar,RON,Romanian Leu
HKD/RUB,HKD/RUB - Hong Kong Dollar Russian Ruble,hkd-rub,9646,HKD,Hong Kong Dollar,RUB,Russian Ruble
HKD/SAR,HKD/SAR - Hong Kong Dollar Saudi Riyal,hkd-sar,9647,HKD,Hong Kong Dollar,SAR,Saudi Riyal
HKD/SEK,HKD/SEK - Hong Kong Dollar Swedish Krona,hkd-sek,9648,HKD,Hong Kong Dollar,SEK,Swedish Krona
HKD/SGD,HKD/SGD - Hong Kong Dollar Singapore Dollar,hkd-sgd,9649,HKD,Hong Kong Dollar,SGD,Singapore Dollar
HKD/TRY,HKD/TRY - Hong Kong Dollar Turkish Lira,hkd-try,9650,HKD,Hong Kong Dollar,TRY,Turkish Lira
HKD/USD,HKD/USD - Hong Kong Dollar US Dollar,hkd-usd,9651,HKD,Hong Kong Dollar,USD,US Dollar
HKD/VES,HKD/VES - Hong Kong Dollar Venezuelan Bolivar,hkd-vef,9652,HKD,Hong Kong Dollar,VES,Venezuelan Bolivar
HKD/XAF,HKD/XAF - Hong Kong Dollar Central African Franc,hkd-xaf,9653,HKD,Hong Kong Dollar,XAF,Central African Franc
HKD/XCD,HKD/XCD - Hong Kong Dollar East Caribbean Dollar,hkd-xcd,9654,HKD,Hong Kong Dollar,XCD,East Caribbean Dollar
HKD/XOF,HKD/XOF - Hong Kong Dollar West African CFA franc,hkd-xof,9655,HKD,Hong Kong Dollar,XOF,West African CFA franc
ILS/HKD,ILS/HKD - Israeli Shekel Hong Kong Dollar,ils-hkd,9691,ILS,Israeli Shekel,HKD,Hong Kong Dollar
INR/HKD,INR/HKD - Indian Rupee Hong Kong Dollar,inr-hkd,9734,INR,Indian Rupee,HKD,Hong Kong Dollar
NOK/HKD,NOK/HKD - Norwegian Krone Hong Kong Dollar,nok-hkd,9866,NOK,Norwegian Krone,HKD,Hong Kong Dollar
PHP/HKD,PHP/HKD - Philippine Peso Hong Kong Dollar,php-hkd,9928,PHP,Philippine Peso,HKD,Hong Kong Dollar
PLN/HKD,PLN/HKD - Polish Zloty Hong Kong Dollar,pln-hkd,9985,PLN,Polish Zloty,HKD,Hong Kong Dollar
RUB/HKD,RUB/HKD - Russian Ruble Hong Kong Dollar,rub-hkd,10034,RUB,Russian Ruble,HKD,Hong Kong Dollar
SAR/HKD,SAR/HKD - Saudi Riyal Hong Kong Dollar,sar-hkd,10085,SAR,Saudi Riyal,HKD,Hong Kong Dollar
SEK/HKD,SEK/HKD - Swedish Krona Hong Kong Dollar,sek-hkd,10138,SEK,Swedish Krona,HKD,Hong Kong Dollar
THB/HKD,THB/HKD - Thai Baht Hong Kong Dollar,thb-hkd,10218,THB,Thai Baht,HKD,Hong Kong Dollar
TRY/HKD,TRY/HKD - Turkish Lira Hong Kong Dollar,try-hkd,10256,TRY,Turkish Lira,HKD,Hong Kong Dollar
TWD/HKD,TWD/HKD - Taiwan Dollar Hong Kong Dollar,twd-hkd,10310,TWD,Taiwan Dollar,HKD,Hong Kong Dollar
VES/HKD,VES/HKD - Venezuelan Bolivar Hong Kong Dollar,vef-hkd,10361,VES,Venezuelan Bolivar,HKD,Hong Kong Dollar
HKD/RUB,HKD/RUB - Hong Kong Dollar Russian Ruble,hkd-rub?cid=1089818,1089818,HKD,Hong Kong Dollar,RUB,Russian Ruble
USD/HNL,USD/HNL - US Dollar Honduran Lempira,usd-hnl,2135,USD,US Dollar,HNL,Honduran Lempira
USD/HRK,USD/HRK - US Dollar Croatian Kuna,usd-hrk,2136,USD,US Dollar,HRK,Croatian Kuna
USD/HTG,USD/HTG - US Dollar Haitian Gourde,usd-htg,2137,USD,US Dollar,HTG,Haitian Gourde
PLN/HUF,PLN/HUF - Polish Zloty Hungarian Forint,pln-huf,88,PLN,Polish Zloty,HUF,Hungarian Forint
USD/HUF,USD/HUF - US Dollar Hungarian Forint,usd-huf,91,USD,US Dollar,HUF,Hungarian Forint
NZD/HUF,NZD/HUF - New Zealand Dollar Hungarian Forint,nzd-huf,92,NZD,New Zealand Dollar,HUF,Hungarian Forint
HUF/IDR,HUF/IDR - Hungarian Forint Indonesian Rupiah,huf-idr,9657,HUF,Hungarian Forint,IDR,Indonesian Rupiah
HUF/INR,HUF/INR - Hungarian Forint Indian Rupee,huf-inr,9658,HUF,Hungarian Forint,INR,Indian Rupee
HUF/JPY,HUF/JPY - Hungarian Forint Japanese Yen,huf-jpy,9659,HUF,Hungarian Forint,JPY,Japanese Yen
HUF/ISK,HUF/ISK - Hungarian Forint Icelandic Kr,huf-isk,9660,HUF,Hungarian Forint,ISK,Icelandic Kr
HUF/KRW,HUF/KRW - Hungarian Forint Korean Won,huf-krw,9661,HUF,Hungarian Forint,KRW,Korean Won
HUF/PHP,HUF/PHP - Hungarian Forint Philippine Peso,huf-php,9662,HUF,Hungarian Forint,PHP,Philippine Peso
HUF/PKR,HUF/PKR - Hungarian Forint Pakistani Rupee,huf-pkr,9663,HUF,Hungarian Forint,PKR,Pakistani Rupee
HUF/RUB,HUF/RUB - Hungarian Forint Russian Ruble,huf-rub,9664,HUF,Hungarian Forint,RUB,Russian Ruble
HUF/THB,HUF/THB - Hungarian Forint Thai Baht,huf-thb,9665,HUF,Hungarian Forint,THB,Thai Baht
HUF/XAF,HUF/XAF - Hungarian Forint Central African Franc,huf-xaf,9666,HUF,Hungarian Forint,XAF,Central African Franc
HUF/JMD,HUF/JMD - Hungarian Forint Jamaican Dollar,huf-jmd,9667,HUF,Hungarian Forint,JMD,Jamaican Dollar
HUF/KES,HUF/KES - Hungarian Forint Kenyan Shilling,huf-kes,9668,HUF,Hungarian Forint,KES,Kenyan Shilling
HUF/LKR,HUF/LKR - Hungarian Forint Sri Lankan Rupee,huf-lkr,9669,HUF,Hungarian Forint,LKR,Sri Lankan Rupee
HUF/LBP,HUF/LBP - Hungarian Forint Lebanese Pound,huf-lbp,9670,HUF,Hungarian Forint,LBP,Lebanese Pound
HUF/NPR,HUF/NPR - Hungarian Forint Nepalese Rupee,huf-npr,9671,HUF,Hungarian Forint,NPR,Nepalese Rupee
HUF/XOF,HUF/XOF - Hungarian Forint West African CFA franc,huf-xof,9672,HUF,Hungarian Forint,XOF,West African CFA franc
ILS/HUF,ILS/HUF - Israeli Shekel Hungarian Forint,ils-huf,9689,ILS,Israeli Shekel,HUF,Hungarian Forint
INR/HUF,INR/HUF - Indian Rupee Hungarian Forint,inr-huf,9735,INR,Indian Rupee,HUF,Hungarian Forint
ISK/HUF,ISK/HUF - Icelandic Kr Hungarian Forint,isk-huf,9758,ISK,Icelandic Kr,HUF,Hungarian Forint
JPY/HUF,JPY/HUF - Japanese Yen Hungarian Forint,jpy-huf,9777,JPY,Japanese Yen,HUF,Hungarian Forint
MXN/HUF,MXN/HUF - Mexican Peso Hungarian Forint,mxn-huf,9802,MXN,Mexican Peso,HUF,Hungarian Forint
NOK/HUF,NOK/HUF - Norwegian Krone Hungarian Forint,nok-huf,9850,NOK,Norwegian Krone,HUF,Hungarian Forint
PHP/HUF,PHP/HUF - Philippine Peso Hungarian Forint,php-huf,9929,PHP,Philippine Peso,HUF,Hungarian Forint
PKR/HUF,PKR/HUF - Pakistani Rupee Hungarian Forint,pkr-huf,9955,PKR,Pakistani Rupee,HUF,Hungarian Forint
RUB/HUF,RUB/HUF - Russian Ruble Hungarian Forint,rub-huf,10035,RUB,Russian Ruble,HUF,Hungarian Forint
SAR/HUF,SAR/HUF - Saudi Riyal Hungarian Forint,sar-huf,10086,SAR,Saudi Riyal,HUF,Hungarian Forint
SEK/HUF,SEK/HUF - Swedish Krona Hungarian Forint,sek-huf,10139,SEK,Swedish Krona,HUF,Hungarian Forint
SGD/HUF,SGD/HUF - Singapore Dollar Hungarian Forint,sgd-huf,10181,SGD,Singapore Dollar,HUF,Hungarian Forint
THB/HUF,THB/HUF - Thai Baht Hungarian Forint,thb-huf,10219,THB,Thai Baht,HUF,Hungarian Forint
TRY/HUF,TRY/HUF - Turkish Lira Hungarian Forint,try-huf,10257,TRY,Turkish Lira,HUF,Hungarian Forint
TWD/HUF,TWD/HUF - Taiwan Dollar Hungarian Forint,twd-huf,10311,TWD,Taiwan Dollar,HUF,Hungarian Forint
VES/HUF,VES/HUF - Venezuelan Bolivar Hungarian Forint,vef-huf,10362,VES,Venezuelan Bolivar,HUF,Hungarian Forint
ZAR/HUF,ZAR/HUF - South African Rand Hungarian Forint,zar-huf,10416,ZAR,South African Rand,HUF,Hungarian Forint
HUF/USD,HUF/USD - Hungarian Forint US Dollar,huf-usd,993169,HUF,Hungarian Forint,USD,US Dollar
HUF/ILS,HUF/ILS - Hungarian Forint Israeli Shekel,huf-ils,1031404,HUF,Hungarian Forint,ILS,Israeli Shekel
HUF/RUB,HUF/RUB - Hungarian Forint Russian Ruble,huf-rub?cid=1089819,1089819,HUF,Hungarian Forint,RUB,Russian Ruble
IDR/INR,IDR/INR - Indonesian Rupiah Indian Rupee,idr-inr,1847,IDR,Indonesian Rupiah,INR,Indian Rupee
IDR/JPY,IDR/JPY - Indonesian Rupiah Japanese Yen,idr-jpy,1848,IDR,Indonesian Rupiah,JPY,Japanese Yen
IDR/KRW,IDR/KRW - Indonesian Rupiah Korean Won,idr-krw,1849,IDR,Indonesian Rupiah,KRW,Korean Won
IDR/THB,IDR/THB - Indonesian Rupiah Thai Baht,idr-thb,1853,IDR,Indonesian Rupiah,THB,Thai Baht
IDR/TWD,IDR/TWD - Indonesian Rupiah Taiwan Dollar,idr-twd,1854,IDR,Indonesian Rupiah,TWD,Taiwan Dollar
JPY/IDR,JPY/IDR - Japanese Yen Indonesian Rupiah,jpy-idr,1898,JPY,Japanese Yen,IDR,Indonesian Rupiah
KRW/IDR,KRW/IDR - Korean Won Indonesian Rupiah,krw-idr,1919,KRW,Korean Won,IDR,Indonesian Rupiah
MYR/IDR,MYR/IDR - Malaysian Ringgit Indonesian Rupiah,myr-idr,1960,MYR,Malaysian Ringgit,IDR,Indonesian Rupiah
NZD/IDR,NZD/IDR - New Zealand Dollar Indonesian Rupiah,nzd-idr,1984,NZD,New Zealand Dollar,IDR,Indonesian Rupiah
SGD/IDR,SGD/IDR - Singapore Dollar Indonesian Rupiah,sgd-idr,2034,SGD,Singapore Dollar,IDR,Indonesian Rupiah
THB/IDR,THB/IDR - Thai Baht Indonesian Rupiah,thb-idr,2053,THB,Thai Baht,IDR,Indonesian Rupiah
TWD/IDR,TWD/IDR - Taiwan Dollar Indonesian Rupiah,twd-idr,2073,TWD,Taiwan Dollar,IDR,Indonesian Rupiah
USD/IDR,USD/IDR - US Dollar Indonesian Rupiah,usd-idr,2138,USD,US Dollar,IDR,Indonesian Rupiah
ZAR/IDR,ZAR/IDR - South African Rand Indonesian Rupiah,zar-idr,2241,ZAR,South African Rand,IDR,Indonesian Rupiah
ILS/IDR,ILS/IDR - Israeli Shekel Indonesian Rupiah,ils-idr,9690,ILS,Israeli Shekel,IDR,Indonesian Rupiah
INR/IDR,INR/IDR - Indian Rupee Indonesian Rupiah,inr-idr,9736,INR,Indian Rupee,IDR,Indonesian Rupiah
ISK/IDR,ISK/IDR - Icelandic Kr Indonesian Rupiah,isk-idr,9763,ISK,Icelandic Kr,IDR,Indonesian Rupiah
MXN/IDR,MXN/IDR - Mexican Peso Indonesian Rupiah,mxn-idr,9803,MXN,Mexican Peso,IDR,Indonesian Rupiah
NOK/IDR,NOK/IDR - Norwegian Krone Indonesian Rupiah,nok-idr,9851,NOK,Norwegian Krone,IDR,Indonesian Rupiah
PHP/IDR,PHP/IDR - Philippine Peso Indonesian Rupiah,php-idr,9930,PHP,Philippine Peso,IDR,Indonesian Rupiah
PKR/IDR,PKR/IDR - Pakistani Rupee Indonesian Rupiah,pkr-idr,9960,PKR,Pakistani Rupee,IDR,Indonesian Rupiah
PLN/IDR,PLN/IDR - Polish Zloty Indonesian Rupiah,pln-idr,9986,PLN,Polish Zloty,IDR,Indonesian Rupiah
RUB/IDR,RUB/IDR - Russian Ruble Indonesian Rupiah,rub-idr,10036,RUB,Russian Ruble,IDR,Indonesian Rupiah
SAR/IDR,SAR/IDR - Saudi Riyal Indonesian Rupiah,sar-idr,10087,SAR,Saudi Riyal,IDR,Indonesian Rupiah
SEK/IDR,SEK/IDR - Swedish Krona Indonesian Rupiah,sek-idr,10140,SEK,Swedish Krona,IDR,Indonesian Rupiah
