name,tag,symbol,id,currency,status
Eroscoin,eroscoin,ERO,1071796,USD,available
Dovu,dovu,DOV,1072134,USD,available
IXT,ixledger,IXT,1071206,USD,available
Sether,,SETH,,,unavailable
PAL Network,,PAL,,,unavailable
Cpollo,,CPLO,,,unavailable
Bitpanda Ecosystem Token,,BEST,,,unavailable
Mainstream For The Underground,,MFTU,,,unavailable
MIB Coin,,MIB,,,unavailable
ALBOS,,ALB,,,unavailable
BitBall,,BTB,,,unavailable
XPA,xpa,XPA,1066681,USD,available
Stipend,,SPD,,,unavailable
NANJCOIN,nanjcoin,NANJ,1094251,USD,available
Paragon,paragon,PRG,1061816,USD,available
TENA,,TENA,,,unavailable
PDATA,,PDATA,,,unavailable
Olympus Labs,olympus-labs,MOT,1066729,USD,available
0xcert,,ZXC,,,unavailable
Talao,,TALAO,,,unavailable
Sprouts,sprouts,SPRTS,1071378,USD,available
smARTOFGIVING,,AOG,,,unavailable
Data Transaction Token,,XD,,,unavailable
FedoraCoin,fedoracoin,TIPS,1071200,USD,available
Parkgene,,GENE,,,unavailable
Honest,,HNST,,,unavailable
Rookiecoin,,RKC,,,unavailable
Bethereum,,BETHER,,,unavailable
Indorse Token,indorse-token,IND,1061528,USD,available
SHIELD,shield-xsh,XSH,1071269,USD,available
PUBLISH,,NEWS,,,unavailable
BetterBetting,,BETR,,,unavailable
Bitex Global XBX Coin,,XBX,,,unavailable
CYBR Token,,CYBR,,,unavailable
Pylon Network,,PYLNT,,,unavailable
Memetic / PepeCoin,memetic,MEME,1071243,USD,available
FlypMe,flypme,FYP,1072141,USD,available
Blockpass,,PASS,,,unavailable
Bigbom,,BBO,,,unavailable
VeriSafe,,VSF,,,unavailable
HOQU,,HQX,,,unavailable
TRAXIA,,TM2,,,unavailable
BEAT,,BEAT,,,unavailable
wave edu coin,,WEC,,,unavailable
NEOX,,NEOX,,,unavailable
LocalCoinSwap,,LCS,,,unavailable
The ChampCoin,the-champcoin,TCC,1122515,USD,available
WMCoin,wmcoin,WMC,1070814,USD,available
TV-TWO,,TTV,,,unavailable
CoTrader,cotrader,COT,1122342,USD,available
Quantis Network,quantis,QUAN,1089605,USD,available
Ink Protocol,,XNK,,,unavailable
SproutsExtreme,sproutsextreme,SPEX,1071615,USD,available
Wibson,,WIB,,,unavailable
SixEleven,sixeleven,611,1071548,USD,available
Bulwark,bulwark,BWK,1071388,USD,available
Ether-1,,ETHO,,,unavailable
Bitair,,BTCA,,,unavailable
CryptoBonusMiles,,CBM,,,unavailable
RoBET,,ROBET,,,unavailable
View,,VIEW,,,unavailable
ODUWA,,OWC,,,unavailable
Shard,,SHARD,,,unavailable
Blockium,blockium,BOK,1141730,USD,available
IslaCoin,islacoin,ISL,1071648,USD,available
Hackspace Capital,hackspace-capital,HAC,1071962,USD,available
EnergiToken,,ETK,,,unavailable
Ties.DB,tiesdb,TIE,1071823,USD,available
BZEdge,bzedge,BZE,1097884,USD,available
Jarvis+,,JAR,,,unavailable
Bezop,bezop,BEZ,1073190,USD,available
ZENZO,,ZNZ,,,unavailable
Link Platform,link-platform,LNK,1071407,USD,available
PiplCoin,piplcoin,PIPL,1071391,USD,available
BunnyCoin,bunnycoin,BUN,1072200,USD,available
On.Live,on-live,ONL,1089526,USD,available
LALA World,,LALA,,,unavailable
EZToken,,EZT,,,unavailable
WIZBL,,WBL,,,unavailable
KekCoin,kekcoin,KEK,1071412,USD,available
FlutterCoin,fluttercoin,FLT,1071605,USD,available
Truegame,tgame,TGAME,1089395,USD,available
Linfinity,,LFC,,,unavailable
Tattoocoin (Standard Edition),tattoocoin,TSE,1071663,USD,available
Utrum,,OOT,,,unavailable
Crowd Machine,crowd-machine,CMCT,1094057,USD,available
Storiqa,storiqa,STQ,1094204,USD,available
CREDIT,,CREDIT,,,unavailable
Blockparty (BOXX Token),,BOXX,,,unavailable
FujiCoin,fujicoin,FJC,1071415,USD,available
eBoost,eboostcoin,EBST,1071374,USD,available
EtherSportz,,ESZ,,,unavailable
Magi,magi,XMG,1071355,USD,available
Flycoin,flycoin,FLY,1071616,USD,available
Bitcoin Incognito,,XBI,,,unavailable
Canada eCoin,canada-ecoin,CDN,1071398,USD,available
CoinMetro Token,,XCM,,,unavailable
Freicoin,freicoin,FRC,1071639,USD,available
Manna,,MANNA,,,unavailable
Formosa Financial,,FMF,,,unavailable
Dether,,DTH,,,unavailable
Master Contract Token,,MCT,,,unavailable
HorusPay,,HORUS,,,unavailable
Bitcurrency,bitcurrency,BTCR,1071464,USD,available
FoldingCoin,foldingcoin,FLDC,1071230,USD,available
Noir,,NOR,,,unavailable
Internet of People,internet-of-people,IOP,1071266,USD,available
VULCANO,vulcano,VULC,1071830,USD,available
MargiX,,MGX,,,unavailable
REOSC,reosc,REOSC,1122425,USD,available
Maxcoin,maxcoin,MAX,1071446,USD,available
ShareX,,SEXC,,,unavailable
Zetacoin,zetacoin,ZET,1071390,USD,available
Bayan Token,,BYT,,,unavailable
Zilbercoin,zilbercoin,ZBC,1061864,USD,available
Nyancoin,nyancoin,NYAN,1070787,USD,available
INMAX,,INX,,,unavailable
Darcrus,,DAR,,,unavailable
Kore,korecoin,KORE,1071274,USD,available
Bancacy,,BNY,,,unavailable
Privatix,privatix,PRIX,1071396,USD,available
TigerCash,,TCH,,,unavailable
PUBLYTO Token,,PUB,,,unavailable
Aditus,,ADI,,,unavailable
Carboncoin,carboncoin,CARBON,1061859,USD,available
FortKnoxster,,FKX,,,unavailable
NPER,,NPER,,,unavailable
Scala,,XLA,,,unavailable
PlayGame,,PXG,,,unavailable
Moneynet,,MNC,,,unavailable
Mithril Ore,,MORE,,,unavailable
Guncoin,guncoin,GUN,1071491,USD,available
Wavesbet,,WBET,,,unavailable
Bowhead,bowhead,AHT,1071417,USD,available
CatoCoin,,CATO,,,unavailable
ZCore,,ZCR,,,unavailable
IOTW,,IOTW,,,unavailable
EUNO,,EUNO,,,unavailable
SocialRemit,socialremit,SREUR,1141371,USD,available
Elacoin,elacoin,ELC,1071860,USD,available
ZEST,,ZEST,,,unavailable
PikcioChain,,PKC,,,unavailable
Ethersocial,,ESN,,,unavailable
Helium,,HLM,,,unavailable
ACE (TokenStars),ace,ACE,1066713,USD,available
MktCoin,,MLM,,,unavailable
Chronologic,chronologic,DAY,1071815,USD,available
Maincoin,,MNC,,,unavailable
Olive,olive,OLE,1095971,USD,available
Matrexcoin,,MAC,,,unavailable
Plus-Coin,,NPLC,,,unavailable
Bitz,bitz,BITZ,1071670,USD,available
BlitzPredict,,XBP,,,unavailable
Energycoin,energycoin,ENRG,1071236,USD,available
FirstCoin,firstcoin,FRST,1061815,USD,available
PeepCoin,peepcoin,PCN,1071883,USD,available
Lethean,,LTHN,,,unavailable
HUZU,,HUZU,,,unavailable
FidentiaX,,FDX,,,unavailable
Equal,,EQL,,,unavailable
Zennies,zennies,ZENI,1071368,USD,available
Verify,verify,CRED,1071733,USD,available
Sharpay,,S,,,unavailable
Playgroundz,,IOG,,,unavailable
Neutron,neutron,NTRN,1071305,USD,available
RealChain,,RCT,,,unavailable
W3Coin,,W3C,,,unavailable
SignatureChain,,SICA,,,unavailable
Golfcoin,golfcoin,GOLF,1071915,USD,available
NetCoin,netcoin,NET,1061776,USD,available
Suretly,suretly,SUR,1071820,USD,available
Kayicoin,kayicoin,KAYI,1070736,USD,available
808Coin,808coin,808,1072201,USD,available
Almeela,almeela,KZE,1117900,USD,available
Cobinhood,cobinhood,COB,1071175,USD,available
Opus,opus,OPT,1072198,USD,available
Coinchase Token,,CCH,,,unavailable
Yocoin,yocoin,YOC,1061856,USD,available
uPlexa,,UPX,,,unavailable
AmberCoin,ambercoin,AMBER,1071632,USD,available
PENG,,PENG,,,unavailable
Ultimate Secure Cash,ultimate-secure-cash,USC,1071594,USD,available
CryptoEscudo,,CESC,,,unavailable
AudioCoin,audiocoin,ADC,1071367,USD,available
TrezarCoin,trezarcoin,TZC,1071301,USD,available
DopeCoin,dopecoin,DOPE,1071281,USD,available
Bitzeny,bitzeny,ZNY,1071238,USD,available
ANON,,ANON,,,unavailable
Thore Exchange,thore-exchange,THE,1094140,USD,available
eBitcoin,ebtcnew,EBTC,1071270,USD,available
Welltrado,,WTL,,,unavailable
Tokia,,TKA,,,unavailable
Startcoin,startcoin,START,1071328,USD,available
Bob's Repair,,BOB,,,unavailable
Bitether,,BTR,,,unavailable
CryCash,crycash,CRC,1066755,USD,available
Qwark,qwark,QWARK,1070466,USD,available
HeartBout,,HB,,,unavailable
Civitas,,CIV,,,unavailable
Virtacoinplus,,XVP,,,unavailable
BitScreener Token,,BITX,,,unavailable
KushCoin,kushcoin,KUSH,1071620,USD,available
x42 Protocol,,X42,,,unavailable
IP Exchange,,IPSX,,,unavailable
DAV Coin,,DAV,,,unavailable
Hercules,,HERC,,,unavailable
LiteDoge,litedoge,LDOGE,1071438,USD,available
Banyan Network,,BBN,,,unavailable
Yacoin,yacoin,YAC,1071631,USD,available
EncryptoTel [WAVES],encryptotel,ETT,1071581,USD,available
TrueDeck,,TDP,,,unavailable
Netko,netko,NETKO,1071436,USD,available
TrakInvest,,TRAK,,,unavailable
Bolivarcoin,bolivarcoin,BOLI,1061896,USD,available
Evotion,evotion,EVO,1071627,USD,available
IDEX Membership,,IDXM,,,unavailable
PoSW Coin,posw-coin,POSW,1061851,USD,available
CryptoCarbon,cryptocarbon,CCRB,1071419,USD,available
Gravity,,GZRO,,,unavailable
SoMee.Social,ongsocial,ONG,1071753,USD,available
Sparkpoint,,SRK,,,unavailable
Blocktix,blocktix,TIX,1071182,USD,available
TEAM (TokenStars),tokenstars,TEAM,1089523,USD,available
DeviantCoin,,DEV,,,unavailable
Business Credit Alliance Chain,,BCAC,,,unavailable
SyncFab,,MFG,,,unavailable
GoldenPyrex,,GPYX,,,unavailable
VoteCoin,,VOT,,,unavailable
EventChain,eventchain,EVC,1071847,USD,available
Arionum,,ARO,,,unavailable
Bitcoin Instant,,BTI,,,unavailable
PopularCoin,popularcoin,POP,1071468,USD,available
bitEUR,,BITEUR,,,unavailable
OctoCoin,octocoin,888,1071644,USD,available
Shadow Token,shadow-token,SHDW,1071506,USD,available
Helleniccoin,helleniccoin,HNC,1061876,USD,available
Cryptosolartech,,CST,,,unavailable
GoPower,,GPT,,,unavailable
Matchpool,guppy,GUP,1061506,USD,available
Bitstar,bitstar,BITS,1071486,USD,available
RefToken,,REF,,,unavailable
Capricoin,capricoin,CPC,1061882,USD,available
bitcoin2network,,B2N,,,unavailable
Fiii,,FIII,,,unavailable
ClearPoll,,POLL,,,unavailable
Sling,sling,SLING,1071666,USD,available
BioCoin,,BIO,,,unavailable
Parachute,,PAR,,,unavailable
Travelflex,,TRF,,,unavailable
Sociall,,SCL,,,unavailable
Nexxo,,NEXXO,,,unavailable
Firecoin,firecoin,FIRE,1071657,USD,available
Giant,,GIC,,,unavailable
Arbidex,,ABX,,,unavailable
DIMCOIN,,DIM,,,unavailable
BelugaPay,,BBI,,,unavailable
Crave,crave,CRAVE,1071359,USD,available
GlobalBoost-Y,globalboost-y,BSTY,1071498,USD,available
Autonio,,NIO,,,unavailable
EOS TRUST,,EOST,,,unavailable
Accelerator Network,,ACC,,,unavailable
Netrum,,NTR,,,unavailable
Bitcoin Scrypt,bitcoin-scrypt,BTCS,1071406,USD,available
GoldFund,,GFUN,,,unavailable
Atonomi,atonomi,ATMI,1089371,USD,available
Tokenbox,,TBX,,,unavailable
Agora,,VOTE,,,unavailable
TittieCoin,tittiecoin,TIT,1071494,USD,available
EDRCoin,edrcoin,EDRC,1071851,USD,available
Emerald Crypto,emerald,EMD,1071522,USD,available
FantasyGold,,FGC,,,unavailable
Aphelion,,APH,,,unavailable
Tokes,tokes,TKS,1071352,USD,available
Sequence,sequence,SEQ,1071248,USD,available
HeroNode,heronode,HER,1089382,USD,available
GameUnits,gameunits,UNITS,1071434,USD,available
Mineum,mineum,MNM,1071628,USD,available
CROAT,,CROAT,,,unavailable
DogeCash,,DOGEC,,,unavailable
Soarcoin,soarcoin,SOAR,1071226,USD,available
Joulecoin,joulecoin,XJO,1071429,USD,available
BoutsPro,,BOUTS,,,unavailable
TrumpCoin,trumpcoin,TRUMP,1071474,USD,available
Condensate,condensate,RAIN,1071430,USD,available
WPP TOKEN,,WPP,,,unavailable
Help The Homeless Coin,,HTH,,,unavailable
Gentarium,,GTM,,,unavailable
Synergy,synergy,SNRG,1071293,USD,available
Advanced Internet Blocks,advanced-internet-blocks,AIB,1071754,USD,available
LoMoCoin,lomocoin,LMC,1071225,USD,available
HyperStake,hyperstake,HYP,1071366,USD,available
Ethouse,,HORSE,,,unavailable
Franko,franko,FRK,1071649,USD,available
DarexTravel,,DART,,,unavailable
iDealCash,,DEAL,,,unavailable
MetaMorph,,METM,,,unavailable
Repme,,RPM,,,unavailable
VeriME,,VME,,,unavailable
Gainer,,GNR,,,unavailable
Commercium,,CMM,,,unavailable
Lampix,lampix,PIX,1071264,USD,available
MFCoin,,MFC,,,unavailable
EverGreenCoin,evergreencoin,EGC,1071308,USD,available
Bela,belacoin,BELA,1066689,USD,available
SnapCoin,,SNPC,,,unavailable
Piggycoin,piggycoin,PIGGY,1071493,USD,available
Fabric Token,fabric-token,FT,1089379,USD,available
UChain,,UCN,,,unavailable
WandX,,WAND,,,unavailable
LanaCoin,lanacoin,LANA,1071513,USD,available
Starbase,starbase,STAR,1072162,USD,available
GameBet Coin,gamebet-coin,GBT,1071755,USD,available
Auxilium,,AUX,,,unavailable
WavesGo,wavesgo,WGO,1071372,USD,available
SRCOIN,srcoin,SRCOIN,1073262,USD,available
Bridge Protocol,,BRDG,,,unavailable
Rentberry,rentberry,BERRY,1073603,USD,available
PKG Token,,PKG,,,unavailable
Elysian,,ELY,,,unavailable
Scorum Coins,scorum-coins,SCR,1097921,USD,available
Scorecoin,scorecoin,SCORE,1071517,USD,available
Dynamite,,DYNMT,,,unavailable
Version,version,V,1071437,USD,available
GlobalToken,globaltoken,GLT,1071547,USD,available
imbrex,imbrex,REX,1088674,USD,available
Paymon,paymon,PMNT,1086979,USD,available
HempCoin,hempcoin-hmp,HMP,1071972,USD,available
AquariusCoin,aquariuscoin,ARCO,1071630,USD,available
Unitus,unitus,UIS,1071402,USD,available
AllSafe,allsafe,ASAFE,1061870,USD,available
Xios,xios,XIOS,1061863,USD,available
Magic Cube Coin,,MCC,,,unavailable
FSBT API Token,,FSBT,,,unavailable
Social Send,,SEND,,,unavailable
SGPay,,SGP,,,unavailable
BlueCoin,bluecoin,BLU,1061857,USD,available
Soma,soma,SCT,1072165,USD,available
Prime-Ex Perpetual,prime-ex-perpetual,PEXT,1072973,USD,available
Invacio,,INV,,,unavailable
PX,px,PX,1071646,USD,available
OptiToken,optitoken,OPTI,1094226,USD,available
Transcodium,,TNS,,,unavailable
Mincoin,,MNC,,,unavailable
Unify,unify,UNIFY,1061887,USD,available
Pura,pura,PURA,1066540,USD,available
Webcoin,,WEB,,,unavailable
Zeitcoin,zeitcoin,ZEIT,1071431,USD,available
StrongHands Masternode,,SHMN,,,unavailable
FinCoin,fincoin,FNC,1061860,USD,available
Aryacoin,,AYA,,,unavailable
Bee Token,bee-token,BEE,1088171,USD,available
SIMDAQ,,SMQ,,,unavailable
BillaryCoin,billarycoin,BLRY,1071695,USD,available
Sp8de,,SPX,,,unavailable
Coinlancer,,CL,,,unavailable
Miners' Reward Token,miners-reward-token,MRT,1071389,USD,available
AVINOC,,AVINOC,,,unavailable
Universe,universe,UNI,1071608,USD,available
BlockMesh,,BMH,,,unavailable
LHT,,LHT,,,unavailable
WABnetwork,wabnetwork,WAB,1094026,USD,available
ClearCoin,,XCLR,,,unavailable
HelloGold,hellogold,HGT,1071304,USD,available
Etheera,etheera,ETA,1096640,USD,available
AntiBitcoin,antibitcoin,ANTI,1071652,USD,available
Galilel,,GALI,,,unavailable
Doge Token,,DOGET,,,unavailable
Tigereum,,TIG,,,unavailable
Neutral Dollar,,NUSD,,,unavailable
BLOC.MONEY,,BLOC,,,unavailable
GCN Coin,gcn-coin,GCN,1072199,USD,available
Netbox Coin,,NBX,,,unavailable
Stakinglab,,LABX,,,unavailable
ProxyNode,,PRX,,,unavailable
ALLUVA,,ALV,,,unavailable
iDice,idice,ICE,1071664,USD,available
Iungo,,ING,,,unavailable
Taklimakan Network,,TAN,,,unavailable
FlavorCoin,flavorcoin,FLVR,1071720,USD,available
More Coin,,MORE,,,unavailable
GravityCoin,,GXX,,,unavailable
TransferCoin,transfercoin,TX,1071213,USD,available
XDNA,,XDNA,,,unavailable
JSECOIN,jsecoin,JSE,1114120,USD,available
Photon,photon,PHO,1072111,USD,available
GoByte,gobyte,GBX,1071325,USD,available
Bonpay,bonpay,BON,1071296,USD,available
BeaverCoin,beavercoin,BVC,1071697,USD,available
Level Up Coin,,LUC,,,unavailable
MyBit,mybit,MYB,1071286,USD,available
Monarch,,MT,,,unavailable
HyperSpace,synereo,AMP,1071192,USD,available
Spots,spots,SPT,1071680,USD,available
PAYCENT,,PYN,,,unavailable
Universal Currency,universal-currency,UNIT,1071340,USD,available
Thingschain,,TIC,,,unavailable
Obsidian,obsidian,ODN,1071246,USD,available
BitCoin One,,BTCONE,,,unavailable
BlockCAT,blockcat,CAT,1061873,USD,available
EtherGem,,EGEM,,,unavailable
Block-Logic,,BLTG,,,unavailable
eSDChain,,SDA,,,unavailable
FORCE,force,FOR,1071737,USD,available
AirWire,,WIRE,,,unavailable
Thunderstake,,TSC,,,unavailable
InvestFeed,investfeed,IFT,1071280,USD,available
Signals Network,,SGN,,,unavailable
Alt.Estate token,,ALT,,,unavailable
Narrative,,NRVE,,,unavailable
Freyrchain,,FREC,,,unavailable
Swing,swing,SWING,1071622,USD,available
BitBar,bitbar,BTB,1071311,USD,available
Oxycoin,oxycoin,OXY,1061844,USD,available
Bitradio,bitradio,BRO,1071460,USD,available
Devery,,EVE,,,unavailable
WARP,warp,WARP,1071694,USD,available
TagCoin,tagcoin,TAG,1071451,USD,available
MyWish,mywish,WISH,1071354,USD,available
Elcoin,elcoin-el,EL,1061850,USD,available
Decimated,,DIO,,,unavailable
LiteBar,litebar,LTB,1071454,USD,available
PutinCoin,putincoin,PUT,1061854,USD,available
Leadcoin,leadcoin,LDC,1073223,USD,available
AdHive,,ADH,,,unavailable
Profile Utility Token,,PUT,,,unavailable
Advanced Technology Coin,arcticcoin,ARC,1061867,USD,available
Centauri,,CTX,,,unavailable
Garlicoin,,GRLC,,,unavailable
Opal,opal,OPAL,1071597,USD,available
Ignition,,IC,,,unavailable
Niobio Cash,niobio-cash,NBR,1075607,USD,available
CaixaPay,,CXP,,,unavailable
RPICoin,,RPI,,,unavailable
HyperQuant,,HQT,,,unavailable
Daneel,,DAN,,,unavailable
MODEL-X-coin,,MODX,,,unavailable
Engagement Token,,ENGT,,,unavailable
GINcoin,gincoin,GIN,1094025,USD,available
TokenDesk,,TDS,,,unavailable
InsaneCoin,insanecoin-insn,INSN,1061883,USD,available
Syndicate,syndicate,SYNX,1071275,USD,available
Kind Ads Token,,KIND,,,unavailable
FundRequest,,FND,,,unavailable
Pulse,pulse,PULSE,1071689,USD,available
BoatPilot Token,,NAVY,,,unavailable
Fantasy Sports,,DFS,,,unavailable
Kalkulus,,KLKS,,,unavailable
Save Environment Token,,SET,,,unavailable
XMCT,,XMCT,,,unavailable
Megacoin,megacoin,MEC,1071361,USD,available
Coin(O),coin,CNO,1071408,USD,available
EurocoinToken,eurocoin-token,ECTE,1131554,USD,available
Newton Coin Project,,NCP,,,unavailable
Kobocoin,kobocoin,KOBO,1071411,USD,available
Jetcoin,jetcoin,JET,1071477,USD,available
AiLink Token,,ALI,,,unavailable
Nitro,,NOX,,,unavailable
Viuly,viuly,VIU,1071789,USD,available
MicroMoney,micromoney,AMM,1061463,USD,available
Cashpayz Token,,CPC,,,unavailable
Spectiv,,SIG,,,unavailable
Patron,patron,PAT,1082083,USD,available
Bitcoin Turbo Koin,bitcoin-turbo-koin,BTK,1079234,USD,available
Ethereum Gold Project,,ETGP,,,unavailable
Exosis,,EXO,,,unavailable
The Currency Analytics,,TCAT,,,unavailable
BLAST,,BLAST,,,unavailable
BriaCoin,briacoin,BRIA,1066695,USD,available
Arepacoin,,AREPA,,,unavailable
Fire Lotto,,FLOT,,,unavailable
Apollon,,XAP,,,unavailable
Blockburn,,BURN,,,unavailable
BTC Lite,,BTCL,,,unavailable
Worldcore,worldcore,WRC,1066708,USD,available
Adzcoin,adzcoin,ADZ,1061861,USD,available
Anoncoin,,ANC,,,unavailable
Beacon,,BECN,,,unavailable
Cryptonite,cryptonite,XCN,1071341,USD,available
GlobalCoin,globalcoin,GLCn,1071617,USD,available
Octanox,,OTX,,,unavailable
PRASM,,PSM,,,unavailable
ModulTrade,,MTRC,,,unavailable
Datarius Credit,,DTRC,,,unavailable
No BS Crypto,,NOBS,,,unavailable
ZeusNetwork,,ZEUS,,,unavailable
CYCLEAN,,CCL,,,unavailable
Chronos,chronos,CRX,1071676,USD,available
InterValue,,INVE,,,unavailable
Shilling,shilling,SH,1071971,USD,available
BritCoin,britcoin,BRIT,1071403,USD,available
PureVidz,purevidz,VIDZ,1071508,USD,available
Blackstar,blackstar,BSTAR,1071685,USD,available
Evil Coin,evil-coin,EVIL,1071637,USD,available
Rupee,rupee,RUP,1066742,USD,available
ATBCoin,atbcoin,ATB,1061878,USD,available
Metal Music Coin,metal-music-coin,MTLMC3,1071674,USD,available
Guaranteed Ethurance Token Extra,,GETX,,,unavailable
Vivid Coin,,VIVID,,,unavailable
Helpico,helpico,HELP,1118137,USD,available
BitSend,,BSD,,,unavailable
TEKcoin,tekcoin,TEK,1071706,USD,available
ChessCoin,chesscoin,CHESS,1071611,USD,available
DOWCOIN,,DOW,,,unavailable
Arion,,ARION,,,unavailable
Veros,veros,VRS,1061812,USD,available
Vsync,vsync-vsx,VSX,1071453,USD,available
SwiftCash,,SWIFT,,,unavailable
PayCoin,paycoin2,XPY,1071500,USD,available
Emphy,emphy,EPY,1072105,USD,available
Swapcoinz,,SPAZ,,,unavailable
Social Activity Token,,SAT,,,unavailable
Soniq,,SONIQ,,,unavailable
VIP Tokens,vip-tokens,VIP,1071702,USD,available
Uro,uro,URO,1071545,USD,available
CDX Network,cdx-network,CDX,1071959,USD,available
BitcoiNote,,BTCN,,,unavailable
Asura Coin,,ASA,,,unavailable
PRiVCY,privcy,PRIV,1148190,USD,available
BBSCoin,,BBS,,,unavailable
SportyCo,sportyco,SPF,1071736,USD,available
Voise,voisecom,VOISE,1061874,USD,available
BTCtalkcoin,btctalkcoin,TALK,1071595,USD,available
WXCOINS,,WXC,,,unavailable
BitCoen,,BEN,,,unavailable
Castle,,CSTL,,,unavailable
Blakecoin,blakecoin,BLC,1071643,USD,available
2GIVE,2give,2GIVE,1071297,USD,available
Wild Crypto,wild-crypto,WILD,1071812,USD,available
Timicoin,,TMC,,,unavailable
Debitcoin,debitcoin,DBTC,1071538,USD,available
InternationalCryptoX,,INCX,,,unavailable
Waletoken,,WTN,,,unavailable
MindCoin,mindcoin,MND,1071687,USD,available
Naviaddress,,NAVI,,,unavailable
SiaCashCoin,,SCC,,,unavailable
Bitnation,,XPAT,,,unavailable
Kuende,,KUE,,,unavailable
Dragonglass,,DGS,,,unavailable
Bitcoin Fast,,BTCF,,,unavailable
MarteXcoin,martexcoin,MXT,1071257,USD,available
PitisCoin,,PTS,,,unavailable
Five Star Coin Pro,,FSCP,,,unavailable
Rimbit,rimbit,RBT,1071563,USD,available
TOKYO,tokyo,TOKC,1066737,USD,available
Rupiah Token,,IDRT,,,unavailable
Rupaya,rupaya,RUPX,1071669,USD,available
Bitcoin Zero,bitcoin-zero,BZX,1110551,USD,available
Blocklancer,,LNC,,,unavailable
Ratecoin,ratecoin,XRA,1071638,USD,available
Scanetchain,,SWC,,,unavailable
Deutsche eMark,deutsche-emark,DEM,1071393,USD,available
CryptoSoul,,SOUL,,,unavailable
Rentoo,,RENTOO,,,unavailable
GenesisX,,XGS,,,unavailable
REBL,,REBL,,,unavailable
Ethereum Cash,ethereumcash,ECASH,1071504,USD,available
GoHelpFund,,HELP,,,unavailable
Bitblocks,,BBK,,,unavailable
bitBTC,,BITBTC,,,unavailable
Unrealcoin,unrealcoin,URC,1071624,USD,available
BitClave,,CAT,,,unavailable
BitRewards,,BIT,,,unavailable
Golos Gold,,GBG,,,unavailable
Menlo One,,ONE,,,unavailable
BitWhite,bitwhite,BTW,1153429,USD,available
Global Tour Coin,global-tour-coin,GTC,1061460,USD,available
Gexan,,GEX,,,unavailable
Regalcoin,regalcoin,REC,1061826,USD,available
KingN Coin,,KNC,,,unavailable
ETHplode,,ETHPLO,,,unavailable
ConnectJob,,CJT,,,unavailable
EGO,ego,EGO,1071722,USD,available
SnodeCoin,,SND,,,unavailable
SkinCoin,skincoin,SKIN,1071426,USD,available
GuccioneCoin,guccionecoin,GCC,1071315,USD,available
Galactrum,,ORE,,,unavailable
Joint Ventures,,JOINT,,,unavailable
DraftCoin,draftcoin,DFT,1061795,USD,available
Japan Content Token,,JCT,,,unavailable
Agrolot,,AGLT,,,unavailable
Thore Cash,thore-cash,TCH,1094134,USD,available
Creatio,creatio,XCRE,1071516,USD,available
KanadeCoin,,KNDC,,,unavailable
NetKoin,,NTK,,,unavailable
OPCoinX,,OPCX,,,unavailable
Gapcoin,gapcoin,GAP,1071635,USD,available
bitGold,,BITGOLD,,,unavailable
CrowdWiz,,WIZ,,,unavailable
Cryptojacks,cryptojacks,CJ,1071660,USD,available
Pedity,,PEDI,,,unavailable
Webchain,webchain,WEB,1089518,USD,available
Beatcoin,beatcoin,XBTS,1071691,USD,available
DAPPSTER,dappster,DLISK,1071704,USD,available
Italo,,XTA,,,unavailable
Jesus Coin,,JC,,,unavailable
StarCash Network,starcash-network,STARS,1071741,USD,available
PrimeStone,,PSC,,,unavailable
QUINADS,,QUIN,,,unavailable
PluraCoin,,PLURA,,,unavailable
bitSilver,,BITSILVE,,,unavailable
Bettex Coin,,BTXC,,,unavailable
Sativacoin,sativacoin,STV,1071614,USD,available
FUNCoin,funcoin,FUNC,1061866,USD,available
BERNcash,berncash,BERN,1071619,USD,available
iTicoin,iticoin,ITI,1071481,USD,available
Minereum,minereum,MNE,1071482,USD,available
Hype Token,,HYPE,,,unavailable
Incodium,,INCO,,,unavailable
HYPNOXYS,,HYPX,,,unavailable
Iridium,,IRD,,,unavailable
Spectrum,,SPT,,,unavailable
Influxcoin,influxcoin,INFX,1071404,USD,available
vSlice,vslice,VSL,1071287,USD,available
Biotron,,BTRN,,,unavailable
Ride My Car,ride-my-car,RIDE,1071749,USD,available
Evedo,,EVED,,,unavailable
Earth Token,,EARTH,,,unavailable
Orlycoin,orlycoin,ORLY,1071713,USD,available
Litecoin Plus,litecoin-plus,LCP,1071441,USD,available
GoldBlocks,goldblocks,GB,1071376,USD,available
CommunityGeneration,,CGEN,,,unavailable
Signatum,signatum,SIGT,1071418,USD,available
Puregold Token,,PGTS,,,unavailable
Cream,cream,CRM,1071466,USD,available
LOCIcoin,,LOCI,,,unavailable
Jewels,jewels,JWL,1071684,USD,available
BitStation,,BSTN,,,unavailable
Elementeum,,ELET,,,unavailable
DigitalPrice,digitalprice,DP,1071422,USD,available
EveriToken,everitoken,EVT,1155565,USD,available
Livenodes,,LNO,,,unavailable
Jury.Online Token,,JOT,,,unavailable
Digital Rupees,digital-rupees,DRS,1071696,USD,available
ZINC,,ZINC,,,unavailable
InflationCoin,inflationcoin,IFLT,1061862,USD,available
Auctus,,AUC,,,unavailable
Sugar Exchange,sugar-exchange,SGR,1071525,USD,available
Knekted,,KNT,,,unavailable
Braincoin,braincoin,BRAIN,1071764,USD,available
IGToken,,IG,,,unavailable
